lobbyistName	lobbyistLastName	lobbyistFirstName	lobbystFirmName	lobbyistZip	primaryLobbyistID	annualLobbyistRegistrationId	clientName	clientZip	businessType	industryTradeType	incomeAmount	dateIncomeReceived	reportMonth	reportDueDate	fiscalYear	runDate
TRIMPA, TED J. (Trimpa Group)	TRIMPA	TED	Trimpa Group	80207	20095001655	20235078036	The Healing Advocacy Fund	97206-5155	Organization	Education	2,500	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
Trissell, Mikayla (Holland & Knight LLP)	Trissell	Mikayla	Holland & Knight LLP	80202	20235051613	20235075444	Holland and Knight LLP	80202	Business Entity	Attorney/Legal	500	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Trissell, Mikayla (Holland & Knight LLP)	Trissell	Mikayla	Holland & Knight LLP	80202	20235051613	20235075444	Holland and Knight LLP	80202	Business Entity	Attorney/Legal	250	10/20/2023	October  	11/15/2023	2023-2024	02/28/2024
Trissell, Mikayla (Holland & Knight LLP)	Trissell	Mikayla	Holland & Knight LLP	80202	20235051613	20235075444	Holland and Knight LLP	80202	Business Entity	Attorney/Legal	100	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Trissell, Mikayla (Holland & Knight LLP)	Trissell	Mikayla	Holland & Knight LLP	80202	20235051613	20235075444	Holland and Knight LLP	80202	Business Entity	Attorney/Legal	500	08/25/2023	August   	09/15/2023	2023-2024	02/28/2024
Trujillo, Brittany (Americans for Prosperity)	Trujillo	Brittany	Americans for Prosperity	80203	20215005612	20235075941	Americans for Prosperity	80203	Organization	Political Organizations	500	01/19/2024	January  	02/15/2024	2023-2024	02/28/2024
Trujillo, Brittany (Americans for Prosperity)	Trujillo	Brittany	Americans for Prosperity	80203	20215005612	20235075941	Americans for Prosperity	80203	Organization	Political Organizations	500	08/18/2023	August   	09/15/2023	2023-2024	02/28/2024
Trujillo, Brittany (Americans for Prosperity)	Trujillo	Brittany	Americans for Prosperity	80203	20215005612	20235075941	Americans for Prosperity	80203	Organization	Political Organizations	500	07/21/2023	July     	08/15/2023	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	132	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	105	01/15/2024	January  	02/15/2024	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	53	12/29/2023	December 	01/16/2024	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	263	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	158	11/15/2023	November 	12/15/2023	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	289	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	184	10/16/2023	October  	11/15/2023	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	210	09/20/2023	September	10/16/2023	2023-2024	02/28/2024
Turcios, Esther Yosselin	Turcios	Esther		80203	20175042560	20235089355	Colorado Fiscal Institute	80203	Organization	Education	210	09/15/2023	September	10/16/2023	2023-2024	02/28/2024
Turner, Morgan Haley	Turner	Morgan		80203	20245003404	20245003404	Colorado Center on Law and Policy	80203	Organization	Legislative Advocacy	42	01/23/2024	January  	02/15/2024	2023-2024	02/28/2024
Turner, Morgan Haley	Turner	Morgan		80203	20245003404	20245003404	Colorado Center on Law and Policy	80203	Organization	Legislative Advocacy	106	01/22/2024	January  	02/15/2024	2023-2024	02/28/2024
Turner, Morgan Haley	Turner	Morgan		80203	20245003404	20245003404	Colorado Center on Law and Policy	80203	Organization	Legislative Advocacy	42	01/19/2024	January  	02/15/2024	2023-2024	02/28/2024
Turner, Morgan Haley	Turner	Morgan		80203	20245003404	20245003404	Colorado Center on Law and Policy	80203	Organization	Legislative Advocacy	42	01/18/2024	January  	02/15/2024	2023-2024	02/28/2024
Valdes, Gilberto	Valdes	Gilberto		10010	20235039771	20235075474	New York Life Insurance Company	10010	Business Entity	Insurance	28	12/02/2023	December 	01/16/2024	2023-2024	02/28/2024
Valdez Mancinas, Mayra (Siegel Long Public Affairs, LLC)	Valdez Mancinas	Mayra	Siegel Long Public Affairs, LLC	80203	20215073735	20235079760	Siegel Long Public Affairs, LLC	80203	Organization	Consultant	3,000	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Valdez Mancinas, Mayra (Siegel Long Public Affairs, LLC)	Valdez Mancinas	Mayra	Siegel Long Public Affairs, LLC	80203	20215073735	20235079760	Siegel Long Public Affairs, LLC	80203	Organization	Consultant	3,000	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Valdez Mancinas, Mayra (Siegel Long Public Affairs, LLC)	Valdez Mancinas	Mayra	Siegel Long Public Affairs, LLC	80203	20215073735	20235079760	Siegel Long Public Affairs, LLC	80203	Organization	Consultant	3,000	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Valdez Mancinas, Mayra (Siegel Long Public Affairs, LLC)	Valdez Mancinas	Mayra	Siegel Long Public Affairs, LLC	80203	20215073735	20235079760	Siegel Long Public Affairs, LLC	80203	Organization	Consultant	3,000	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Valdez Mancinas, Mayra (Siegel Long Public Affairs, LLC)	Valdez Mancinas	Mayra	Siegel Long Public Affairs, LLC	80203	20215073735	20235079760	Siegel Long Public Affairs, LLC	80203	Organization	Consultant	3,000	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Valdez Mancinas, Mayra (Siegel Long Public Affairs, LLC)	Valdez Mancinas	Mayra	Siegel Long Public Affairs, LLC	80203	20215073735	20235079760	Siegel Long Public Affairs, LLC	80203	Organization	Consultant	3,000	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Valdez Mancinas, Mayra (Siegel Long Public Affairs, LLC)	Valdez Mancinas	Mayra	Siegel Long Public Affairs, LLC	80203	20215073735	20235079760	Siegel Long Public Affairs, LLC	80203	Organization	Consultant	3,000	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	ALTRIA CLIENT SERVICES LLC AND ITS AFFLIATES	95814	Business Entity	Affiliates - PM USA, USSTC, J. Middleton, Helix Inn, NJOY	5,000	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	American Subcontractors Association of Colorado	80013	Trade	Construction/Engineering	2,000	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	City of Thornton	80229	Government	City Government	2,500	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	CLLARO	80219	Organization	Community, Research	1,500	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Colorado Bar Association	80203	Professional Association	Attorney/Legal	5,000	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO CATHOLIC CONFERENCE	80203	Organization	Clergy/Faith-based	5,000	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	MOLSON COORS Beverage Company/MILLERCOORS	75024	Industry	BEER	2,000	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Mt Carmel Veterans Center	80905	Organization	Military	1,500	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20085003464	20235077521	VALDEZ PUBLIC AFFAIRS, LLC	80226	Business Entity	Consultant	10,000	02/01/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	ALTRIA CLIENT SERVICES LLC AND ITS AFFLIATES	95814	Business Entity	Affiliates - PM USA, USSTC, J. Middleton, Helix Inn, NJOY	5,000	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	American Subcontractors Association of Colorado	80013	Trade	Construction/Engineering	2,000	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	City of Thornton	80229	Government	City Government	2,500	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	CLLARO	80219	Organization	Community, Research	1,000	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO ASSOCIATION OF LIBRARIES	80215	Industry	LIBRARY ASSOCIATION	4,000	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Colorado Bar Association	80203	Professional Association	Attorney/Legal	4,000	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO CATHOLIC CONFERENCE	80203	Organization	Clergy/Faith-based	5,000	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	MOLSON COORS Beverage Company/MILLERCOORS	75024	Industry	BEER	2,000	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Mt Carmel Veterans Center	80905	Organization	Military	1,500	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20085003464	20235077521	VALDEZ PUBLIC AFFAIRS, LLC	80226	Business Entity	Consultant	10,000	12/01/2024	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	ALTRIA CLIENT SERVICES LLC AND ITS AFFLIATES	95814	Business Entity	Affiliates - PM USA, USSTC, J. Middleton, Helix Inn, NJOY	5,000	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	American Subcontractors Association of Colorado	80013	Trade	Construction/Engineering	2,000	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	City of Thornton	80229	Government	City Government	2,500	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Colorado Bar Association	80203	Professional Association	Attorney/Legal	4,000	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO CATHOLIC CONFERENCE	80203	Organization	Clergy/Faith-based	5,000	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	MOLSON COORS Beverage Company/MILLERCOORS	75024	Industry	BEER	2,000	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Mt Carmel Veterans Center	80905	Organization	Military	1,500	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20085003464	20235077521	VALDEZ PUBLIC AFFAIRS, LLC	80226	Business Entity	Consultant	10,000	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	ALTRIA CLIENT SERVICES LLC AND ITS AFFLIATES	95814	Business Entity	Affiliates - PM USA, USSTC, J. Middleton, Helix Inn, NJOY	5,000	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	American Subcontractors Association of Colorado	80013	Trade	Construction/Engineering	2,000	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	City of Thornton	80229	Government	City Government	2,500	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Colorado Bar Association	80203	Professional Association	Attorney/Legal	4,000	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO CATHOLIC CONFERENCE	80203	Organization	Clergy/Faith-based	5,000	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	MOLSON COORS Beverage Company/MILLERCOORS	75024	Industry	BEER	2,000	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Mt Carmel Veterans Center	80905	Organization	Military	1,500	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20085003464	20235077521	VALDEZ PUBLIC AFFAIRS, LLC	80226	Business Entity	Consultant	10,000	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	ALTRIA CLIENT SERVICES LLC AND ITS AFFLIATES	95814	Business Entity	Affiliates - PM USA, USSTC, J. Middleton, Helix Inn, NJOY	5,000	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	American Subcontractors Association of Colorado	80013	Trade	Construction/Engineering	2,000	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	City of Thornton	80229	Government	City Government	2,500	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Colorado Bar Association	80203	Professional Association	Attorney/Legal	4,000	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO CATHOLIC CONFERENCE	80203	Organization	Clergy/Faith-based	5,000	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	MOLSON COORS Beverage Company/MILLERCOORS	75024	Industry	BEER	2,000	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Mt Carmel Veterans Center	80905	Organization	Military	1,500	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20085003464	20235077521	VALDEZ PUBLIC AFFAIRS, LLC	80226	Business Entity	Consultant	10,000	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	ALTRIA CLIENT SERVICES LLC AND ITS AFFLIATES	95814	Business Entity	Affiliates - PM USA, USSTC, J. Middleton, Helix Inn, NJOY	5,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	American Subcontractors Association of Colorado	80013	Trade	Construction/Engineering	2,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	City of Thornton	80229	Government	City Government	2,500	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO ASSOCIATION OF LIBRARIES	80215	Industry	LIBRARY ASSOCIATION	4,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Colorado Bar Association	80203	Professional Association	Attorney/Legal	4,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO CATHOLIC CONFERENCE	80203	Organization	Clergy/Faith-based	5,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	MOLSON COORS Beverage Company/MILLERCOORS	75024	Industry	BEER	2,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Mt Carmel Veterans Center	80905	Organization	Military	1,500	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20085003464	20235077521	VALDEZ PUBLIC AFFAIRS, LLC	80226	Business Entity	Consultant	10,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	ALTRIA CLIENT SERVICES LLC AND ITS AFFLIATES	95814	Business Entity	Affiliates - PM USA, USSTC, J. Middleton, Helix Inn, NJOY	5,000	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	American Subcontractors Association of Colorado	80013	Trade	Construction/Engineering	2,000	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	City of Thornton	80229	Government	City Government	2,500	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Colorado Bar Association	80203	Professional Association	Attorney/Legal	4,000	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	COLORADO CATHOLIC CONFERENCE	80203	Organization	Clergy/Faith-based	5,000	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	MOLSON COORS Beverage Company/MILLERCOORS	75024	Industry	BEER	2,500	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20145029443	20235077527	Mt Carmel Veterans Center	80905	Organization	Military	1,500	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, AMBER N (Valdez Public Affairs, LLC)	VALDEZ	AMBER	Valdez Public Affairs, LLC	80211	20085003464	20235077521	VALDEZ PUBLIC AFFAIRS, LLC	80226	Business Entity	Consultant	10,000	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
VALDEZ, MICHAEL A	VALDEZ	MICHAEL		80203	19937000384	20235079978	Special District Association of Colorado	80203	Professional Association	Association of Special Districts	5,000	02/29/2024	February 	03/15/2024	2023-2024	02/28/2024
VALDEZ, MICHAEL A	VALDEZ	MICHAEL		80203	19937000384	20235079978	Special District Association of Colorado	80203	Professional Association	Association of Special Districts	5,000	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
VALDEZ, MICHAEL A	VALDEZ	MICHAEL		80203	19937000384	20235079978	Special District Association of Colorado	80203	Professional Association	Association of Special Districts	5,000	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
VALDEZ, MICHAEL A	VALDEZ	MICHAEL		80203	19937000384	20235079978	Special District Association of Colorado	80203	Professional Association	Association of Special Districts	5,000	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
VALDEZ, MICHAEL A	VALDEZ	MICHAEL		80203	19937000384	20235079978	Special District Association of Colorado	80203	Professional Association	Association of Special Districts	5,000	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
VALDEZ, MICHAEL A	VALDEZ	MICHAEL		80203	19937000384	20235079978	Special District Association of Colorado	80203	Professional Association	Association of Special Districts	5,000	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
VALDEZ, MICHAEL A	VALDEZ	MICHAEL		80203	19937000384	20235079978	Special District Association of Colorado	80203	Professional Association	Association of Special Districts	5,000	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
VALDEZ, MICHAEL A	VALDEZ	MICHAEL		80203	19937000384	20235079978	Special District Association of Colorado	80203	Professional Association	Association of Special Districts	5,000	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Valdez, Nikita Helen	Valdez	Nikita		80206	20245000515	20245000515	Centennial State Prosperity	80206	Organization	Nonprofit organization	125	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
van Heuven, Piep	van Heuven	Piep		80209	20245000095	20245000095	Colorado Ski Country USA	80209	Trade	Entertainment/Recreation	281	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	Alorica Inc.	92617	Business Entity	General Business	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	Behavioral Health Group	75244	Industry	Healthcare/Medical	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	Cengage Learning Inc.	02210	Business Entity	Education	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	Colorado Business Roundtable	80111	Professional Association	General Business	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	CommuniCare Technology Inc.	97008	Organization	Science/Technology	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	Cornerstone Government Affairs	20024	Organization	Consultant	10,833	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	CRH Americas	30338	Industry	Construction/Engineering	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	Edera	20006	Business Entity	Consultant	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	FreedomCare	11042	Business Entity	Healthcare/Medical	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	HCBS Advocacy LLC	20006	Industry	Energy	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Van Stralen, Kara (Cornerstone Government Affairs)	Van Stralen	Kara	Cornerstone Government Affairs	80264	20235028368	20235078481	Heliogen Holdings, Inc.	91103	Industry	Energy	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
